m_bene,s_bene,genere,regione,provincia,comune,indirizzo,ufficio,distretto,procedura,fascicolo_tipo,categoria,sottocategoria,tipologia,destinatario,fine,utilizzo,decreto_numero,decreto_anno,decreto_data
A-BG-354880,A-BG-81581-S,aziende,Lombardia,Bergamo,Solto Collina,via Grè 2,Corte di Appello,Milano,12501/1992,Penale,Società in nome collettivo,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,43856,2021,26/07/2021
A-BN-110916,,aziende,Campania,Benevento,Melizzano,"STRADA PROVINCIALE SANNITICA CONTRADA TORELLO,",Tribunale,NAPOLI,2/1991,,Società a responsabilità limitata,Estrazione di minerali,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20987,2013,11/09/2013
A-BN-312138,A-BN-2035-S,aziende,Campania,Benevento,Benevento,CONTRADA OLIVOLA,Tribunale,Benevento,7/2011,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41696,2019,04/10/2019
A-BN-312142,A-BN-2039-S,aziende,Campania,Benevento,Benevento,"CONTRADA OLIVOLA, SNC",Tribunale,BENEVENTO,7/2011,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42188,2015,12/11/2015
A-BN-312144,A-BN-2041-S,aziende,Campania,Benevento,Apice,CONTRADA SANTA LUCIA,Tribunale,Benevento,7/2011,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41694,2019,04/10/2019
A-BN-312147,A-BN-2043-S,aziende,Campania,Benevento,Benevento,CONTRADA OLIVOLA,Tribunale,Benevento,7/2011,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41695,2019,04/10/2019
A-BN-32540,,aziende,Campania,Benevento,Dugenta,"LOCALITÀ SELVOLELLA,",Tribunale,NAPOLI,2/1991,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13078,2012,05/07/2012
A-BN-5108,,aziende,Campania,Benevento,Ceppaloni,"LOC. TRESSANTI,",Tribunale,AVELLINO,1/1991,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,561,2008,22/12/2008
A-BO-183887,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA 17,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18219,2015,19/05/2015
A-BO-183887,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA 17,",Tribunale,BOLOGNA,6/2003,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18219,2015,19/05/2015
A-BO-189788,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18256,2015,19/05/2015
A-BO-189788,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18256,2015,19/05/2015
A-BO-190022,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA N. 17,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società per azioni,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18214,2015,19/05/2015
A-BO-190022,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA N. 17,",Tribunale,BOLOGNA,6/2003,Penale,Società per azioni,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18214,2015,19/05/2015
A-BO-190053,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18225,2015,19/05/2015
A-BO-190053,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18225,2015,19/05/2015
A-BO-190104,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società per azioni,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18235,2015,19/05/2015
A-BO-190104,,aziende,Emilia Romagna,Bologna,Bologna,"VIA ALTABELLA N. 7,",Tribunale,BOLOGNA,6/2003,Penale,Società per azioni,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18235,2015,19/05/2015
A-BO-190119,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA N. 17,",Tribunale,BOLOGNA,6/2003,Prevenzione,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18241,2015,19/05/2015
A-BO-190119,,aziende,Emilia Romagna,Bologna,Bologna,"VIA GALLIERA N. 17,",Tribunale,BOLOGNA,6/2003,Penale,Società a responsabilità limitata,Attività finanziarie,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18241,2015,19/05/2015
A-BO-316243,A-BO-8172-S,aziende,Emilia Romagna,Bologna,Granarolo dell'Emilia,VIA SAN DONATO N. 79/2,Tribunale,Bologna,9/2011,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27886,2022,02/05/2022
A-BO-33098,,aziende,Emilia Romagna,Bologna,Pianoro,"VIA SERRABELLA 1,",Corte d'Appello,NAPOLI,1/1991,,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,79,1999,27/07/1999
A-BR-180523,A-BR-17217-S,aziende,Puglia,Brindisi,Cellino San Marco,"VIA RAFFAELE IOZZINO N. 9,",Tribunale,BRINDISI,2/1999,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,268,2009,24/06/2009
A-BR-180525,A-BR-17218-S,aziende,Puglia,Brindisi,San Pietro Vernotico,"VIA BRINDISI 310,",Tribunale,BRINDISI,2/1999,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,268,2009,24/06/2009
A-BR-196128,,aziende,Puglia,Brindisi,Fasano,"ZONA INDUSTRIALE CONTRADA MARTUCCI,",Tribunale,BRINDISI,1/2005,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,183,2005,11/11/2005
A-BR-204975,A-BR-18037-S,aziende,Puglia,Brindisi,Mesagne,VIA PATRONO 47,Tribunale,Brindisi,02/2003,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,32719,2018,13/07/2018
A-BR-247839,A-BR-15312-S,aziende,Puglia,Brindisi,Brindisi,"VIA F. CONSIGLIO N. 4,",Tribunale,BRINDISI,30/2004,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,101,2007,26/03/2007
A-BR-247843,A-BR-15313-S,aziende,Puglia,Brindisi,Brindisi,"VIA F. CONSIGLIO N. 4,",Tribunale,BRINDISI,30/2004,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,161,2005,30/09/2005
A-BR-247851,A-BR-15315-S,aziende,Puglia,Brindisi,Brindisi,"VIA POZZO TRAIANO 9/11,",Tribunale,BRINDISI,30/2004,Prevenzione,Impresa individuale,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,2119,2013,01/02/2013
A-BR-248455,A-BR-15317-S,aziende,Puglia,Brindisi,Brindisi,"VIA F. CONSIGLIO 4 C/O STUDIO AVV. RAFFAELE MONTANARO,",Tribunale,BRINDISI,30/2004,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,208,2006,23/12/2006
A-BR-248462,A-BR-15318-S,aziende,Puglia,Brindisi,Brindisi,"VIA F. CONSIGLIO 4 C/O STUDIO AVV. RAFFAELE MONTANARO,",Tribunale,BRINDISI,30/2004,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,207,2006,23/12/2006
A-BR-253204,A-BR-12581-S,aziende,Puglia,Brindisi,San Vito dei Normanni,"CORSO LEONARDO LEO N. 4,",Tribunale,BRINDISI,27/2004,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,11840,2014,10/06/2014
A-BR-253455,A-BR-12582-S,aziende,Puglia,Brindisi,San Vito dei Normanni,CORSO LEONARDO LEO N. 4,Tribunale,Brindisi,27/2004,Prevenzione,Società a responsabilità limitata,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20675,2015,05/06/2015
A-BR-275321,A-BR-17471-S,aziende,Puglia,Brindisi,Torchiarolo,VIA PRINCIPE AMEDEO 60,Tribunale,Brindisi,25/2010,Prevenzione,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,33007,2016,25/07/2016
A-BR-290561,A-BR-10138-S,aziende,Puglia,Brindisi,Carovigno,VIA R. GRIECO 21,Tribunale,Brindisi,23/2009,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13615,2018,27/03/2018
A-BR-299492,A-BR-10883-S,aziende,Puglia,Brindisi,Torre Santa Susanna,VIA MARTIRI DELLA RESISTENZA,Tribunale,Brindisi,41/2009,Prevenzione,Società cooperativa,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20714,2015,05/06/2015
A-BR-299494,A-BR-10885-S,aziende,Puglia,Brindisi,Torre Santa Susanna,C.DA CANALI,Tribunale,Brindisi,41/2009,Prevenzione,Impresa individuale,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20667,2015,05/06/2015
A-BR-299497,A-BR-10888-S,aziende,Puglia,Brindisi,Torre Santa Susanna,VIA MAZZINI 100,Tribunale,Brindisi,41/2009,Prevenzione,Società cooperativa a responsabilità limitata,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13616,2018,27/03/2018
A-BR-299640,A-BR-10955-S,aziende,Puglia,Brindisi,Torre Santa Susanna,Azienda Canali,Tribunale,Brindisi,41/2009,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48848,2019,18/11/2019
A-BR-308998,A-BR-12889-S,aziende,Puglia,Brindisi,Brindisi,VIA NICOLA BRANDI,Tribunale,Brindisi,1/2012,Prevenzione,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,13617,2018,27/03/2018
A-BR-309235,A-BR-14037-S,aziende,Puglia,Brindisi,Brindisi,,Tribunale,Brindisi,22/2009,Prevenzione,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,20713,2015,05/06/2015
A-BR-309236,A-BR-14038-S,aziende,Puglia,Brindisi,Brindisi,,Tribunale,Brindisi,22/2009,Prevenzione,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41420,2015,06/11/2015
A-BR-309508,A-BR-9870-S,aziende,Puglia,Brindisi,Brindisi,,Tribunale,Brindisi,13/2013,Prevenzione,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47246,2015,11/12/2015
A-BR-318615,A-BR-13740-S,aziende,Puglia,Brindisi,Brindisi,VIA SAN LAZZARO,Procura della Repubblica,Brindisi,1019/1999,Penale,Società a responsabilità limitata,,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,31390,2016,13/07/2016
A-BR-319113,A-BR-13857-S,aziende,Puglia,Brindisi,Brindisi,VIA MAZZINI,Procura della Repubblica,Brindisi,292/2006,Penale,Società a responsabilità limitata,Costruzioni,Vendita,Privati,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47457,2017,16/10/2017
A-BR-319114,A-BR-13858-S,aziende,Puglia,Brindisi,Brindisi,VIA G. FERRARIS,Procura della Repubblica,Brindisi,292/2006,Penale,Società a responsabilità limitata,"Trasporti, magazzinaggio e comunicazioni",Vendita,Privati,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47457,2017,16/10/2017
A-BR-319141,A-BR-13859-S,aziende,Puglia,Brindisi,Brindisi,VIALE COMMENDA,Procura della Repubblica,Brindisi,292/2006,Penale,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Vendita,Privati,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47457,2017,16/10/2017
A-BR-33768,,aziende,Puglia,Brindisi,Brindisi,"VIA DELLA TORRETTA(ZONA SCUOLE PIE),",Tribunale,BRINDISI,1/1991,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,29,2002,12/02/2002
A-BR-34447,A-BR-24311-S,aziende,Puglia,Brindisi,Brindisi,"VIA XV NOVEMBRE 14,",Tribunale,BRINDISI,2/1991,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,29,2002,12/02/2002
A-BS-149167,A-BS-27926-S,aziende,Lombardia,Brescia,Lumezzane,"VIA MONTINI 151/C,",Procura della Repubblica,BRESCIA,335/2007,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,51,2007,14/02/2007
A-BS-149172,A-BS-27927-S,aziende,Lombardia,Brescia,Sarezzo,"VIA MAMELI 21,",Procura della Repubblica,BRESCIA,335/2007,Penale,Società a responsabilità limitata,Attività manifatturiere,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,14,2006,15/02/2006
A-BS-193643,A-BS-31347-S,aziende,Lombardia,Brescia,Brescia,"VIALE STAZIONE 12,",Corte d'Appello,BRESCIA,2/2005,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,133,2002,11/06/2002
A-BS-193732,A-BS-29218-S,aziende,Lombardia,Brescia,Brescia,"P.ZA VARSAVIA 14,",Corte d'Appello,BRESCIA,1/2005,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,78,2005,07/04/2005
A-BS-237747,A-BS-27548-S,aziende,Lombardia,Brescia,Capriano del Colle,"VIA CROCEFISSA DI ROSA N.74,",Procura della Repubblica,BRESCIA,545/1997,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,16954,2011,24/11/2011
A-BS-254834,A-BS-27807-S,aziende,Lombardia,Brescia,Casto,"VIA ROMA N. 47,",Procura della Repubblica,BRESCIA,1177/2008,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,58,2009,05/03/2009
A-BS-308692,A-BS-12733-S,aziende,Lombardia,Brescia,Flero,VIA DON MILANI,Tribunale,Reggio Calabria,86/2007,Prevenzione,Società in accomandita semplice,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,15784,2019,05/04/2019
A-BS-317895,A-BS-1877-S,aziende,Lombardia,Brescia,Brescia,"VIA CIPANI, 21",Procura della Repubblica,MILANO,31049/2013,Penale,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,24823,2016,03/06/2016
A-BT-313949,A-BT-15121-S,aziende,Puglia,Barletta-Andria-Trani,Barletta,VIA DEGLI ORTI,Tribunale,Trani,35/2014,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10096,2021,19/02/2021
A-BT-313954,A-BT-15122-S,aziende,Puglia,Barletta-Andria-Trani,Barletta,VIA DEGLI ORTI,Tribunale,Trani,35/2014,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10097,2021,19/02/2021
A-BT-313996,A-BT-15134-S,aziende,Puglia,Barletta-Andria-Trani,Barletta,VIA VECCHIA MADONNA DELLO STERPETO,Tribunale,Trani,35/2014,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48628,2020,18/11/2020
A-BT-317621,A-BT-9829-S,aziende,Puglia,Barletta-Andria-Trani,Andria,VIALE P. NENNI 71,Tribunale,Trani,12/2015,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,0,2019,12/11/2019
A-BT-329811,A-BT-49700-S,aziende,Puglia,Barletta-Andria-Trani,Bisceglie,VIA S. LOGOLUSO 8,Tribunale,Trani,6/2010,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,45040,2019,25/10/2019
A-BT-348844,A-BT-84062-S,aziende,Puglia,Barletta-Andria-Trani,Barletta,VIA DE NITTIS 6/A,Procura della Repubblica,Trani,7404/2009,Penale,Società in nome collettivo,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,51294,2020,30/11/2020
A-CA-353880,A-CA-94735-S,aziende,Sardegna,Cagliari,Cagliari,SANTA MARIA CHIARA,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47501,2021,02/09/2021
A-CA-353881,A-CA-94736-S,aziende,Sardegna,Cagliari,Cagliari,CALAMATTIA,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47503,2021,02/09/2021
A-CA-353886,A-CA-94741-S,aziende,Sardegna,Cagliari,Capoterra,S.S. 195 LOCALITA' SU LOI,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47504,2021,02/09/2021
A-CA-353887,A-CA-94742-S,aziende,Sardegna,Cagliari,Cagliari,MONASTIR,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-CA-353889,A-CA-94744-S,aziende,Sardegna,Cagliari,Cagliari,CALAMATTIA,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-CA-353890,A-CA-94745-S,aziende,Sardegna,Cagliari,Cagliari,VIA ROMA,Tribunale,Cagliari,12/2017,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6310,2022,02/02/2022
A-CE-10067,A-CE-1299-S,aziende,Campania,Caserta,Caserta,"STRADA COMUNALE PER TUORO (COOP GREEN PARK),",Corte d'Appello,NAPOLI,2/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,420,2007,12/12/2007
A-CE-10088,A-CE-1305-S,aziende,Campania,Caserta,Castel Volturno,"VIALE E CERCONE 5,",Corte d'Appello,NAPOLI,2/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,420,2007,12/12/2007
A-CE-113742,,aziende,Campania,Caserta,Castel Volturno,"VIA DESTRA VOLTURNO, 33 CAP 81030,",Corte d'Appello,NAPOLI,2/2003,,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,16,2006,22/02/2006
A-CE-121232,,aziende,Campania,Caserta,Casal di Principe,"CORSO UMBERTO I S.N.,",Tribunale,SANTA MARIA CAPUA VETERE,2/1995,,Società in nome collettivo,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,563,2008,24/12/2008
A-CE-124086,A-CE-1316-S,aziende,Campania,Caserta,Santa Maria a Vico,"VIA CUPA, 10,",Corte d'Appello,NAPOLI,3/2003,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,554,2008,19/12/2008
A-CE-139578,A-CE-18910-S,aziende,Campania,Caserta,Pignataro Maggiore,"LOCALITA' MASSERIA CARITA',",Procura della Repubblica,SANTA MARIA CAPUA VETERE,1/1999,Prevenzione,Società a responsabilità limitata,Estrazione di minerali,Vendita,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,126,2003,19/06/2003
A-CE-148137,A-CE-1308-S,aziende,Campania,Caserta,Caserta,"VIA STRADA COMUNALE PER TUORO,",Corte d'Appello,NAPOLI,2/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,278,2009,30/06/2009
A-CE-148171,,aziende,Campania,Caserta,San Cipriano d'Aversa,"CORSO UMBERTO I, 157,",Corte d'Appello,NAPOLI,1/1998,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,298,2007,10/10/2007
